id,name,city,state,segment,created_at
1638,Santos & Nascimento Mercado Mercearia,Manaus,SP,supermarket,2024-11-05 07:55:51
1639,Silva & Almeida Mercado Supermercado,Campo Grande,RS,supermarket,2024-01-25 19:01:45
1640,Santos & Ferreira Mercado Mercado,Belo Horizonte,ES,minimarket,2024-05-03 15:30:51
1641,Nascimento & Silva Mercado Mercado,Rio de Janeiro,RJ,minimarket,2023-12-25 19:37:26
1642,Oliveira & Almeida Distribuidora Mercearia,Rio de Janeiro,MS,grocery,2024-06-09 01:01:12
1643,Souza & Oliveira Mercado Supermercado,Belo Horizonte,MG,convenience,2024-05-09 07:54:20
1644,Almeida & Santos Brasil Mercearia,Florianópolis,GO,grocery,2023-10-15 08:22:54
1645,Nascimento & Souza Suprimentos Mercado,Brasília,SC,supermarket,2024-03-28 13:30:26
1646,Costa & Lima Grupo Mercado,Florianópolis,MS,convenience,2023-12-01 04:13:19
1647,Silva & Santos Mercado Mercado,Fortaleza,MS,convenience,2024-02-06 09:52:49
1648,Rodrigues & Rodrigues Distribuidora Mercado,Rio de Janeiro,BA,convenience,2024-04-10 03:28:56
1649,Almeida & Almeida Atacado Mercado,São Paulo,MT,grocery,2023-02-11 18:16:12
1650,Nascimento & Costa Distribuidora Supermercado,Porto Alegre,MT,supermarket,2023-10-26 09:03:53
1651,Rodrigues & Santos Distribuidora Mercado,Brasília,PR,minimarket,2023-10-24 13:10:09
1652,Oliveira & Lima Distribuidora Supermercado,São Paulo,PB,grocery,2023-10-08 06:34:25
1653,Oliveira & Lima Distribuidora Mercearia,Brasília,DF,minimarket,2023-10-29 00:44:09
1654,Oliveira & Rodrigues Comércio Supermercado,Natal,PB,convenience,2024-11-01 22:54:37
1655,Almeida & Silva Atacado Mercado,Brasília,RJ,convenience,2024-01-13 03:54:02
1656,Almeida & Oliveira Brasil Mercado,Belo Horizonte,CE,grocery,2023-05-30 21:21:31
1657,Ferreira & Rodrigues Alimentos Mercado,Belo Horizonte,MT,supermarket,2024-01-26 19:19:35
1658,Souza & Santos Alimentos Supermercado,Manaus,PB,convenience,2024-11-26 14:20:59
1659,Almeida & Costa Grupo Mercearia,Salvador,DF,minimarket,2024-08-31 18:31:46
1660,Costa & Costa Brasil Mercearia,Vitória,PA,minimarket,2024-02-24 13:33:41
1661,Almeida & Almeida Brasil Mercado,Rio de Janeiro,DF,grocery,2023-07-15 14:33:56
1662,Lima & Nascimento Comércio Mercado,Recife,MT,minimarket,2024-03-21 09:40:46
1663,Oliveira & Lima Suprimentos Mercado,Rio de Janeiro,PB,supermarket,2024-07-27 22:32:36
1664,Costa & Lima Alimentos Supermercado,Porto Alegre,DF,convenience,2023-06-14 01:16:46
1665,Costa & Lima Brasil Supermercado,Campo Grande,AM,minimarket,2024-07-08 17:22:02
1666,Nascimento & Oliveira Atacado Supermercado,Porto Alegre,MG,minimarket,2023-12-01 23:16:07
1667,Oliveira & Oliveira Comércio Supermercado,Vitória,BA,convenience,2023-08-19 14:27:19
1668,Santos & Silva Mercado Mercearia,Cuiabá,ES,grocery,2023-12-11 23:18:46
1669,Oliveira & Rodrigues Atacado Mercado,Vitória,ES,minimarket,2023-02-27 01:29:28
1670,Oliveira & Souza Alimentos Mercearia,Brasília,MT,grocery,2024-06-29 04:18:45
1671,Costa & Costa Comércio Mercado,Florianópolis,PA,grocery,2024-11-24 23:52:06
1672,Rodrigues & Almeida Comércio Mercearia,Salvador,PE,minimarket,2024-04-20 18:03:05
1673,Lima & Santos Alimentos Mercado,Belém,SP,supermarket,2023-04-04 01:22:08
1674,Rodrigues & Oliveira Brasil Mercado,Rio de Janeiro,AM,grocery,2024-06-06 09:51:07
1675,Oliveira & Silva Mercado Mercearia,Curitiba,PB,minimarket,2024-02-14 21:44:07
1676,Lima & Rodrigues Atacado Mercearia,Rio de Janeiro,PA,grocery,2024-04-12 23:52:12
1677,Oliveira & Nascimento Brasil Mercado,Fortaleza,SP,convenience,2023-10-28 04:50:36
1678,Santos & Rodrigues Alimentos Supermercado,Rio de Janeiro,RN,supermarket,2023-04-07 12:56:49
1679,Almeida & Santos Atacado Supermercado,Belém,PR,supermarket,2023-07-13 05:02:05
1680,Ferreira & Nascimento Suprimentos Mercado,Florianópolis,MG,convenience,2024-09-04 23:56:01
1681,Costa & Santos Mercado Supermercado,Campo Grande,RJ,convenience,2024-03-19 08:18:20
1682,Nascimento & Souza Suprimentos Mercado,Manaus,MG,grocery,2023-11-15 18:13:39
1683,Souza & Silva Distribuidora Mercearia,Manaus,GO,convenience,2023-09-26 03:34:51
1684,Rodrigues & Santos Grupo Supermercado,Belo Horizonte,MS,supermarket,2023-09-16 15:58:32
1685,Rodrigues & Costa Alimentos Mercearia,Manaus,SC,convenience,2024-09-07 04:59:55
1686,Costa & Ferreira Comércio Mercearia,Brasília,MT,minimarket,2023-10-04 22:19:40
1687,Ferreira & Costa Grupo Mercado,Goiânia,MS,minimarket,2024-01-18 16:33:17
1688,Silva & Lima Mercado Mercado,Natal,MS,grocery,2024-07-09 21:37:00
1689,Lima & Rodrigues Distribuidora Supermercado,Natal,MG,supermarket,2024-01-31 00:35:48
1690,Rodrigues & Ferreira Brasil Mercado,São Paulo,MT,minimarket,2023-02-24 23:07:24
1691,Oliveira & Ferreira Grupo Supermercado,Porto Alegre,ES,convenience,2023-06-03 02:11:45
1692,Nascimento & Nascimento Distribuidora Supermercado,Porto Alegre,GO,minimarket,2024-06-01 08:17:05
1693,Souza & Lima Brasil Mercearia,Goiânia,PA,minimarket,2024-05-01 08:00:50
1694,Costa & Santos Grupo Supermercado,Recife,GO,grocery,2023-06-11 12:09:09
1695,Silva & Ferreira Atacado Mercado,João Pessoa,PE,convenience,2024-05-31 21:08:44
1696,Oliveira & Almeida Brasil Mercearia,Curitiba,SP,convenience,2023-11-02 02:47:26
1697,Nascimento & Oliveira Suprimentos Supermercado,Goiânia,SC,convenience,2024-04-15 18:21:29
1698,Ferreira & Lima Brasil Supermercado,Porto Alegre,AM,grocery,2024-01-03 04:19:01
1699,Lima & Nascimento Atacado Mercado,Salvador,AM,convenience,2023-12-21 15:29:11
1700,Almeida & Rodrigues Suprimentos Supermercado,Goiânia,MT,convenience,2024-09-18 03:31:05
1701,Silva & Oliveira Atacado Mercado,Florianópolis,AM,minimarket,2023-02-20 04:21:47
1702,Rodrigues & Santos Atacado Mercado,Curitiba,PB,minimarket,2024-09-07 14:53:42
1703,Oliveira & Rodrigues Suprimentos Supermercado,Belo Horizonte,DF,convenience,2023-09-10 12:02:59
1704,Santos & Lima Brasil Supermercado,Goiânia,SP,supermarket,2024-04-09 04:47:01
1705,Nascimento & Costa Brasil Mercearia,Brasília,BA,supermarket,2024-09-01 22:08:05
1706,Ferreira & Lima Brasil Mercearia,Goiânia,MT,convenience,2024-02-18 04:22:16
1707,Santos & Costa Alimentos Mercado,Curitiba,PA,supermarket,2023-08-03 07:28:16
1708,Oliveira & Nascimento Alimentos Supermercado,Curitiba,PB,grocery,2023-11-20 11:48:25
1709,Costa & Rodrigues Comércio Mercado,Rio de Janeiro,DF,minimarket,2024-03-25 13:27:16
1710,Oliveira & Silva Atacado Mercado,Salvador,GO,grocery,2023-05-15 07:01:02
1711,Ferreira & Costa Alimentos Mercado,Campo Grande,CE,minimarket,2023-11-22 22:25:29
1712,Lima & Almeida Distribuidora Mercearia,Fortaleza,BA,supermarket,2024-05-18 13:34:10
1713,Souza & Oliveira Distribuidora Mercearia,Goiânia,PB,supermarket,2024-11-22 22:57:47
1714,Oliveira & Almeida Mercado Mercado,Curitiba,MS,convenience,2023-05-08 22:05:42
1715,Lima & Lima Mercado Supermercado,São Paulo,SC,supermarket,2023-04-18 07:50:05
1716,Almeida & Nascimento Mercado Supermercado,Vitória,PE,supermarket,2023-12-06 09:18:32
1717,Silva & Oliveira Atacado Mercado,Florianópolis,MT,convenience,2023-07-21 13:30:26
1718,Rodrigues & Ferreira Mercado Supermercado,Vitória,GO,convenience,2023-07-16 03:00:49
1719,Santos & Souza Comércio Mercearia,Florianópolis,MS,minimarket,2023-04-28 22:20:39
1720,Souza & Souza Distribuidora Mercado,Curitiba,MT,supermarket,2024-04-20 07:27:29
1721,Rodrigues & Santos Distribuidora Supermercado,Vitória,MT,minimarket,2023-09-14 17:51:21
1722,Silva & Rodrigues Mercado Mercado,Porto Alegre,RN,minimarket,2023-06-20 17:45:48
1723,Costa & Oliveira Brasil Mercearia,João Pessoa,PR,grocery,2023-06-05 14:09:55
1724,Almeida & Costa Comércio Mercearia,Belo Horizonte,RN,supermarket,2024-09-19 15:34:45
1725,Lima & Silva Distribuidora Supermercado,João Pessoa,PE,supermarket,2024-09-27 22:06:37
1726,Oliveira & Oliveira Suprimentos Mercado,Belém,RJ,grocery,2024-08-25 11:20:23
1727,Oliveira & Souza Comércio Supermercado,Porto Alegre,PB,minimarket,2023-12-10 13:21:13
1728,Ferreira & Santos Distribuidora Supermercado,Rio de Janeiro,PE,supermarket,2024-04-04 06:03:16
1729,Rodrigues & Ferreira Alimentos Supermercado,Natal,SC,minimarket,2023-12-16 07:17:37
1730,Santos & Silva Alimentos Mercado,Florianópolis,AM,grocery,2023-11-02 10:12:52
1731,Santos & Lima Alimentos Supermercado,Recife,SC,convenience,2024-09-07 12:53:29
1732,Lima & Silva Distribuidora Supermercado,Belo Horizonte,SC,minimarket,2023-07-21 03:12:09
1733,Nascimento & Souza Suprimentos Supermercado,Manaus,MT,supermarket,2023-12-23 19:26:24
1734,Costa & Silva Distribuidora Supermercado,Salvador,AM,convenience,2024-05-12 10:48:08
1735,Lima & Nascimento Mercado Mercado,Fortaleza,ES,minimarket,2023-09-06 14:41:41
1736,Oliveira & Almeida Suprimentos Mercearia,Fortaleza,RJ,minimarket,2023-10-08 02:06:45
1737,Nascimento & Santos Distribuidora Mercearia,Vitória,GO,convenience,2024-09-22 11:09:17
1738,Silva & Almeida Suprimentos Mercearia,João Pessoa,MG,convenience,2023-11-11 02:04:00
1739,Souza & Lima Comércio Mercearia,Manaus,MG,convenience,2024-06-05 13:11:23
1740,Silva & Santos Suprimentos Mercearia,João Pessoa,SP,supermarket,2023-04-25 01:14:58
1741,Rodrigues & Costa Comércio Mercado,Manaus,PB,supermarket,2024-07-01 22:13:47
1742,Santos & Oliveira Mercado Mercado,Manaus,RN,minimarket,2024-07-19 11:41:52
1743,Ferreira & Souza Suprimentos Mercado,São Paulo,MT,minimarket,2024-06-07 18:15:37
1744,Santos & Costa Distribuidora Mercado,Rio de Janeiro,MG,grocery,2024-09-15 16:06:27
1745,Santos & Almeida Comércio Mercado,Natal,SP,supermarket,2024-06-10 03:51:35
1746,Costa & Lima Alimentos Supermercado,São Paulo,RS,minimarket,2023-10-06 19:45:25
1747,Costa & Rodrigues Distribuidora Mercado,Fortaleza,MT,convenience,2024-02-27 03:38:15
1748,Lima & Rodrigues Atacado Mercearia,Florianópolis,RN,convenience,2024-03-24 00:48:42
1749,Rodrigues & Souza Grupo Mercado,Recife,AM,supermarket,2024-03-21 14:40:33
1750,Ferreira & Souza Distribuidora Mercado,Belém,RJ,convenience,2023-12-03 14:38:29
1751,Costa & Oliveira Alimentos Mercearia,Rio de Janeiro,MS,grocery,2023-07-26 20:09:12
1752,Rodrigues & Santos Grupo Mercado,Recife,RJ,minimarket,2023-12-12 18:28:17
1753,Almeida & Santos Distribuidora Supermercado,Recife,MS,minimarket,2024-02-21 08:21:34
1754,Ferreira & Ferreira Distribuidora Mercearia,João Pessoa,PE,minimarket,2024-09-11 20:17:59
1755,Oliveira & Santos Mercado Supermercado,Campo Grande,SP,supermarket,2024-01-28 07:58:57
1756,Costa & Souza Grupo Supermercado,João Pessoa,CE,convenience,2023-09-12 08:42:35
1757,Souza & Ferreira Brasil Mercado,Vitória,SP,grocery,2024-11-04 16:20:11
1758,Nascimento & Nascimento Atacado Mercearia,Curitiba,RJ,supermarket,2024-01-17 02:27:56
1759,Ferreira & Costa Brasil Mercearia,Cuiabá,MS,minimarket,2023-06-03 22:05:30
1760,Nascimento & Ferreira Brasil Mercearia,São Paulo,PA,grocery,2023-06-19 23:12:01
1761,Lima & Oliveira Brasil Supermercado,Curitiba,GO,minimarket,2023-12-09 17:33:13
1762,Santos & Lima Brasil Mercado,Recife,PB,minimarket,2023-09-14 00:18:40
1763,Souza & Oliveira Alimentos Supermercado,Vitória,RJ,supermarket,2023-02-04 14:12:47
1764,Silva & Santos Brasil Mercearia,Recife,MT,minimarket,2024-03-21 17:36:30
1765,Silva & Oliveira Grupo Mercearia,Belém,SC,grocery,2024-11-07 13:49:44
1766,Costa & Oliveira Atacado Mercearia,São Paulo,SC,minimarket,2023-10-19 11:14:01
1767,Nascimento & Santos Distribuidora Mercearia,Vitória,PE,convenience,2024-09-16 14:08:14
1768,Almeida & Rodrigues Brasil Supermercado,Belo Horizonte,MS,minimarket,2024-01-28 09:59:14
1769,Lima & Rodrigues Brasil Mercearia,João Pessoa,AM,supermarket,2024-06-25 16:16:46
1770,Lima & Almeida Mercado Mercearia,Curitiba,BA,grocery,2023-06-15 19:21:28
1771,Almeida & Silva Alimentos Mercado,Recife,CE,supermarket,2024-07-16 18:36:01
1772,Santos & Ferreira Brasil Mercado,Brasília,CE,convenience,2023-04-19 08:52:30
1773,Ferreira & Rodrigues Brasil Supermercado,Porto Alegre,PB,minimarket,2023-11-26 18:13:32
1774,Silva & Oliveira Atacado Mercearia,Belém,PE,supermarket,2024-04-27 14:55:32
1775,Oliveira & Rodrigues Grupo Supermercado,Campo Grande,DF,supermarket,2024-06-23 06:44:43
1776,Lima & Ferreira Brasil Supermercado,Goiânia,RS,supermarket,2023-12-23 17:56:49
1777,Nascimento & Rodrigues Brasil Mercado,Belém,GO,supermarket,2023-12-23 21:06:36
1778,Almeida & Oliveira Alimentos Mercado,Curitiba,PE,convenience,2023-12-17 16:25:51
1779,Lima & Rodrigues Grupo Mercearia,Curitiba,MT,convenience,2023-06-28 16:53:03
1780,Costa & Lima Mercado Supermercado,Recife,PE,minimarket,2024-06-10 07:40:13
1781,Silva & Nascimento Alimentos Supermercado,Fortaleza,RS,minimarket,2023-02-24 13:21:48
1782,Costa & Costa Alimentos Mercearia,Salvador,RN,grocery,2024-05-27 16:41:03
1783,Costa & Ferreira Distribuidora Mercado,Campo Grande,MS,convenience,2023-07-26 03:15:11
1784,Costa & Costa Grupo Mercado,Natal,DF,supermarket,2023-05-20 15:10:12
1785,Silva & Souza Suprimentos Supermercado,João Pessoa,MG,supermarket,2024-05-20 13:44:41
1786,Lima & Nascimento Distribuidora Mercearia,Recife,PR,grocery,2024-05-28 12:09:06
1787,Santos & Lima Distribuidora Mercado,Recife,PR,supermarket,2024-02-27 23:20:01
1788,Oliveira & Silva Mercado Supermercado,Manaus,DF,grocery,2023-04-05 12:44:13
1789,Rodrigues & Ferreira Grupo Mercado,Rio de Janeiro,PB,minimarket,2024-05-12 16:45:38
1790,Silva & Rodrigues Alimentos Mercado,Campo Grande,DF,convenience,2024-04-20 04:28:11
1791,Ferreira & Nascimento Grupo Mercado,Florianópolis,RJ,grocery,2024-08-23 16:13:40
1792,Nascimento & Santos Brasil Supermercado,Belo Horizonte,MT,supermarket,2023-12-16 12:07:23
1793,Souza & Costa Brasil Mercearia,João Pessoa,RS,grocery,2023-02-19 17:38:58
1794,Costa & Oliveira Atacado Mercado,Porto Alegre,CE,minimarket,2023-10-12 10:49:03
1795,Ferreira & Souza Brasil Mercearia,Porto Alegre,MT,supermarket,2024-05-20 15:43:44
1796,Santos & Almeida Suprimentos Mercado,Brasília,CE,minimarket,2023-08-15 03:14:00
1797,Lima & Silva Atacado Mercearia,Manaus,PE,minimarket,2023-06-11 07:01:05
1798,Ferreira & Souza Distribuidora Mercearia,Manaus,GO,grocery,2024-04-19 04:38:08
1799,Nascimento & Santos Mercado Mercado,Florianópolis,MG,minimarket,2024-06-01 20:04:27
1800,Santos & Nascimento Brasil Mercado,Fortaleza,MS,supermarket,2024-02-03 13:06:21
1801,Souza & Costa Distribuidora Mercearia,Porto Alegre,ES,minimarket,2024-07-17 13:27:07
1802,Lima & Almeida Atacado Mercado,Cuiabá,PE,minimarket,2023-04-13 15:44:14
1803,Almeida & Costa Suprimentos Mercado,Recife,AM,grocery,2023-11-16 14:48:58
1804,Ferreira & Lima Brasil Mercearia,Rio de Janeiro,MG,minimarket,2023-02-19 15:31:20
1805,Almeida & Oliveira Alimentos Mercearia,Vitória,PR,convenience,2024-09-01 01:52:42
1806,Almeida & Oliveira Brasil Supermercado,Natal,CE,grocery,2024-05-14 01:50:17
1807,Rodrigues & Lima Grupo Mercearia,Rio de Janeiro,MT,grocery,2024-10-07 12:25:40
1808,Silva & Almeida Suprimentos Mercado,Belém,RS,supermarket,2024-06-24 01:36:24
1809,Rodrigues & Oliveira Suprimentos Supermercado,Fortaleza,MT,supermarket,2023-12-01 09:48:43
1810,Lima & Ferreira Grupo Mercado,Campo Grande,PA,supermarket,2024-04-05 19:05:42
1811,Santos & Souza Grupo Mercado,João Pessoa,PR,supermarket,2024-03-05 03:59:01
1812,Lima & Oliveira Atacado Mercearia,Recife,CE,convenience,2023-07-01 22:22:09
1813,Nascimento & Souza Grupo Supermercado,Florianópolis,PE,grocery,2024-11-23 10:54:31
1814,Santos & Oliveira Suprimentos Supermercado,Manaus,BA,minimarket,2023-06-07 08:19:39
1815,Souza & Lima Brasil Mercado,Recife,RJ,supermarket,2024-01-23 13:25:50
1816,Almeida & Ferreira Grupo Mercearia,Brasília,BA,supermarket,2023-11-15 15:51:27
1817,Silva & Souza Comércio Mercado,Florianópolis,GO,supermarket,2024-08-16 14:49:02
1818,Oliveira & Silva Atacado Mercado,Cuiabá,BA,minimarket,2023-08-06 21:09:39
1819,Almeida & Oliveira Alimentos Mercearia,Brasília,ES,supermarket,2023-06-18 02:10:10
1820,Rodrigues & Silva Alimentos Supermercado,João Pessoa,PR,minimarket,2024-02-03 17:51:57
1821,Costa & Nascimento Atacado Supermercado,Belo Horizonte,PB,grocery,2024-08-08 15:24:56
1822,Ferreira & Costa Distribuidora Mercado,Goiânia,PA,grocery,2023-07-07 04:16:04
1823,Oliveira & Souza Distribuidora Mercearia,João Pessoa,RN,grocery,2023-10-10 16:00:54
1824,Almeida & Santos Atacado Mercado,Cuiabá,MT,convenience,2023-05-16 00:46:34
1825,Santos & Souza Distribuidora Mercado,Manaus,RJ,minimarket,2023-09-17 13:34:43
1826,Costa & Nascimento Grupo Mercearia,Campo Grande,MT,supermarket,2023-03-24 08:11:54
1827,Souza & Ferreira Suprimentos Supermercado,Florianópolis,BA,supermarket,2023-02-25 23:49:36
1828,Santos & Oliveira Suprimentos Mercado,Vitória,CE,supermarket,2023-07-12 18:53:42
1829,Rodrigues & Ferreira Atacado Mercearia,Recife,SC,supermarket,2024-04-25 15:17:10
1830,Silva & Rodrigues Mercado Mercearia,Brasília,MG,convenience,2024-01-26 05:00:38
1831,Santos & Costa Grupo Mercado,Recife,MG,supermarket,2024-01-24 15:58:35
1832,Souza & Lima Comércio Mercado,Brasília,PB,convenience,2023-08-11 08:00:23
1833,Rodrigues & Costa Atacado Supermercado,Goiânia,AM,minimarket,2024-07-17 00:33:10
1834,Nascimento & Silva Alimentos Mercearia,Cuiabá,PR,grocery,2024-05-15 13:22:34
1835,Souza & Lima Grupo Mercado,Belém,DF,supermarket,2024-01-12 14:17:41
1836,Costa & Santos Suprimentos Mercado,Belém,MS,grocery,2023-08-08 21:02:16
1837,Ferreira & Silva Grupo Mercado,Vitória,PE,minimarket,2024-10-12 20:33:46
1838,Lima & Santos Suprimentos Mercado,Florianópolis,RS,minimarket,2023-06-19 09:14:34
1839,Souza & Oliveira Brasil Mercearia,Rio de Janeiro,DF,supermarket,2024-01-26 09:14:07
1840,Costa & Ferreira Alimentos Mercado,Campo Grande,PA,minimarket,2024-02-25 12:40:56
1841,Santos & Rodrigues Brasil Mercearia,Florianópolis,MG,grocery,2024-06-14 04:10:33
1842,Ferreira & Costa Grupo Supermercado,Campo Grande,ES,supermarket,2023-04-29 08:07:19
1843,Oliveira & Lima Distribuidora Mercado,Cuiabá,RN,convenience,2024-10-18 05:48:39
1844,Ferreira & Nascimento Mercado Mercado,Vitória,SC,supermarket,2024-05-16 03:30:09
1845,Silva & Silva Comércio Mercearia,Belém,RS,grocery,2024-11-13 19:07:49
1846,Rodrigues & Oliveira Alimentos Mercado,Curitiba,BA,supermarket,2023-10-17 07:07:10
1847,Souza & Lima Mercado Mercearia,São Paulo,RN,supermarket,2023-06-05 16:56:39
1848,Santos & Santos Comércio Supermercado,Belo Horizonte,MS,grocery,2023-08-11 04:35:08
1849,Almeida & Oliveira Grupo Mercado,Goiânia,DF,supermarket,2024-01-27 00:15:37
1850,Rodrigues & Rodrigues Comércio Mercado,Cuiabá,GO,supermarket,2024-08-15 19:55:04
1851,Oliveira & Nascimento Mercado Mercado,Campo Grande,GO,grocery,2023-03-28 05:57:15
1852,Souza & Santos Grupo Mercado,Curitiba,PB,minimarket,2023-02-07 08:18:51
1853,Oliveira & Ferreira Grupo Mercearia,Campo Grande,MS,grocery,2024-09-05 11:04:31
1854,Souza & Silva Alimentos Mercearia,Recife,CE,supermarket,2023-02-27 02:32:10
1855,Nascimento & Souza Distribuidora Mercado,Fortaleza,RN,convenience,2024-07-15 17:50:28
1856,Souza & Lima Comércio Supermercado,Natal,MT,convenience,2024-07-11 17:48:56
1857,Ferreira & Nascimento Grupo Mercearia,Recife,MT,grocery,2023-12-14 14:51:05
1858,Lima & Oliveira Distribuidora Mercado,São Paulo,BA,convenience,2024-03-11 17:10:07
1859,Oliveira & Nascimento Distribuidora Supermercado,Cuiabá,CE,supermarket,2024-02-02 05:20:06
1860,Almeida & Ferreira Brasil Mercearia,Curitiba,RJ,supermarket,2023-11-28 06:48:11
1861,Rodrigues & Santos Suprimentos Mercearia,Belo Horizonte,RS,grocery,2023-03-28 15:42:36
1862,Souza & Souza Atacado Mercado,São Paulo,SC,supermarket,2024-10-02 04:58:28
1863,Rodrigues & Ferreira Comércio Mercado,Porto Alegre,PB,minimarket,2023-12-22 23:06:49
1864,Souza & Nascimento Suprimentos Mercado,Recife,SC,supermarket,2023-08-22 23:17:47
1865,Souza & Ferreira Comércio Mercado,Belo Horizonte,RN,grocery,2024-08-11 02:46:14
1866,Oliveira & Silva Atacado Mercado,Fortaleza,ES,minimarket,2024-03-25 08:46:14
1867,Souza & Nascimento Brasil Supermercado,Rio de Janeiro,AM,minimarket,2023-05-06 23:16:02
1868,Costa & Nascimento Brasil Supermercado,Belém,RJ,convenience,2024-08-10 23:22:59
1869,Silva & Rodrigues Comércio Mercado,Fortaleza,MG,supermarket,2024-09-27 04:48:30
1870,Ferreira & Souza Grupo Mercearia,Brasília,AM,grocery,2024-05-18 10:52:11
1871,Ferreira & Nascimento Atacado Supermercado,Goiânia,SC,convenience,2024-06-18 14:37:10
1872,Santos & Almeida Alimentos Supermercado,Rio de Janeiro,ES,convenience,2024-03-22 21:39:56
1873,Costa & Souza Brasil Mercado,Manaus,MS,supermarket,2024-08-10 04:10:14
1874,Nascimento & Nascimento Alimentos Supermercado,Natal,BA,supermarket,2023-02-20 10:10:30
1875,Lima & Almeida Grupo Mercado,Vitória,GO,grocery,2024-01-08 14:37:34
1876,Ferreira & Costa Comércio Mercearia,Manaus,MS,convenience,2024-02-10 10:54:09
1877,Silva & Nascimento Comércio Mercado,Porto Alegre,BA,grocery,2024-11-05 22:26:59
1878,Oliveira & Almeida Brasil Mercado,Fortaleza,PE,convenience,2024-08-18 22:12:46
1879,Rodrigues & Oliveira Distribuidora Mercado,Cuiabá,MT,convenience,2023-03-20 10:29:48
1880,Almeida & Ferreira Comércio Mercado,João Pessoa,SP,convenience,2023-09-17 13:13:38
1881,Santos & Costa Alimentos Supermercado,Brasília,GO,supermarket,2024-10-24 10:29:01
1882,Rodrigues & Lima Mercado Mercado,Brasília,RS,convenience,2023-12-08 10:39:12
1883,Lima & Lima Atacado Mercearia,Rio de Janeiro,MG,convenience,2024-11-06 08:46:31
1884,Costa & Ferreira Comércio Mercado,Belém,MG,convenience,2024-11-01 17:04:36
1885,Rodrigues & Oliveira Brasil Supermercado,Natal,MT,minimarket,2024-08-18 05:47:08
1886,Souza & Oliveira Alimentos Supermercado,Salvador,GO,supermarket,2024-09-21 02:45:12
1887,Oliveira & Silva Brasil Mercado,Curitiba,BA,minimarket,2023-03-04 23:54:37
1888,Oliveira & Rodrigues Grupo Supermercado,Porto Alegre,SP,supermarket,2023-11-11 05:46:07
1889,Rodrigues & Silva Brasil Mercado,Campo Grande,MS,grocery,2023-12-09 05:54:15
1890,Almeida & Rodrigues Brasil Mercado,Porto Alegre,SC,minimarket,2024-08-11 14:51:04
1891,Santos & Oliveira Distribuidora Mercado,Fortaleza,BA,grocery,2024-03-05 08:09:50
1892,Santos & Souza Atacado Supermercado,Belo Horizonte,PA,convenience,2024-06-04 18:24:33
1893,Oliveira & Almeida Atacado Mercearia,Curitiba,PE,grocery,2024-06-20 13:58:38
1894,Nascimento & Souza Alimentos Mercearia,Salvador,AM,grocery,2024-01-09 19:02:54
1895,Nascimento & Oliveira Grupo Supermercado,Recife,CE,grocery,2023-12-31 21:28:09
1896,Souza & Rodrigues Distribuidora Mercado,Goiânia,SP,grocery,2024-10-05 14:38:18
1897,Silva & Lima Distribuidora Mercado,Fortaleza,PB,supermarket,2023-05-09 08:35:14
1898,Costa & Nascimento Distribuidora Mercado,Salvador,RS,minimarket,2023-04-23 11:40:22
1899,Oliveira & Silva Distribuidora Mercado,Brasília,PR,supermarket,2023-05-26 09:20:02
1900,Rodrigues & Rodrigues Atacado Mercearia,Porto Alegre,PE,supermarket,2024-11-20 22:32:11
1901,Silva & Costa Alimentos Mercearia,Vitória,RN,supermarket,2023-08-24 21:20:16
1902,Nascimento & Rodrigues Mercado Mercearia,João Pessoa,MG,grocery,2024-09-12 17:02:00
1903,Nascimento & Oliveira Suprimentos Supermercado,Goiânia,MS,supermarket,2024-11-03 23:22:33
1904,Lima & Costa Alimentos Mercearia,Porto Alegre,PR,minimarket,2024-04-27 08:28:43
1905,Santos & Almeida Grupo Supermercado,Brasília,MS,supermarket,2024-09-09 07:42:33
1906,Ferreira & Lima Comércio Supermercado,Belo Horizonte,MG,convenience,2024-10-08 20:50:21
1907,Ferreira & Santos Alimentos Supermercado,Curitiba,DF,grocery,2023-04-29 19:47:59
1908,Oliveira & Ferreira Grupo Mercado,Natal,MG,convenience,2024-08-15 18:56:51
1909,Oliveira & Santos Atacado Mercado,Porto Alegre,ES,minimarket,2023-06-13 05:31:15
1910,Ferreira & Lima Comércio Mercado,Rio de Janeiro,MS,minimarket,2023-11-13 15:23:36
1911,Santos & Costa Suprimentos Mercado,Florianópolis,RN,minimarket,2023-12-19 16:53:03
1912,Rodrigues & Ferreira Brasil Mercado,João Pessoa,PB,minimarket,2024-06-25 22:44:12
1913,Nascimento & Nascimento Grupo Supermercado,Brasília,PB,supermarket,2023-10-23 22:58:35
1914,Ferreira & Costa Comércio Mercado,Vitória,ES,grocery,2023-05-23 06:08:29
1915,Ferreira & Santos Alimentos Mercearia,Cuiabá,PB,minimarket,2023-08-09 19:07:42
1916,Costa & Rodrigues Suprimentos Mercearia,Salvador,DF,convenience,2024-10-11 22:11:04
1917,Oliveira & Rodrigues Distribuidora Mercado,Porto Alegre,DF,minimarket,2024-02-11 20:08:54
1918,Rodrigues & Ferreira Distribuidora Mercado,Natal,SC,grocery,2023-07-15 04:16:04
1919,Lima & Oliveira Comércio Mercearia,Vitória,DF,convenience,2023-08-26 10:46:51
1920,Lima & Souza Grupo Mercado,Porto Alegre,PB,convenience,2023-04-18 10:33:15
